model_name,provider,category,release_date,release_year,arena_elo,benchmark,score
Claude Opus 4.6,Anthropic,frontier,2025-10-01,2025,1503.0,gpqa,80.6
Claude Sonnet 4.6,Anthropic,frontier,2025-10-01,2025,1420.0,gpqa,73.3
GPT-5.1,OpenAI,frontier,2025-11-13,2025,1460.0,gpqa,86.3
Kimi K2.6,Moonshot AI,frontier,2025-12-01,2025,1350.0,gpqa,90.8
Claude Opus 4.7,Anthropic,frontier,2026-02-01,2026,,gpqa,82.4
GPT-5.4,OpenAI,frontier,2026-02-01,2026,1484.0,gpqa,88.3
Gemini 3.1 Pro,Google,frontier,2026-03-01,2026,1500.0,gpqa,94.6
GPT-3 Ada,OpenAI,frontier,2020-06-11,2020,,gsm8k,8.7
GPT-3 Babbage,OpenAI,frontier,2020-06-11,2020,,gsm8k,14.4
GPT-3 Curie,OpenAI,frontier,2020-06-11,2020,,gsm8k,21.9
GPT-3 Davinci,OpenAI,frontier,2020-06-11,2020,,gsm8k,35.0
InstructGPT text-davinci-001,OpenAI,frontier,2022-01-27,2022,,gsm8k,44.4
InstructGPT text-davinci-002,OpenAI,frontier,2022-03-15,2022,,gsm8k,48.8
PaLM 62B,Google,frontier,2022-04-04,2022,,gsm8k,65.6
PaLM 8B,Google,frontier,2022-04-04,2022,,gsm8k,52.5
PaLM 540B,Google,frontier,2022-04-04,2022,,gsm8k,74.2
InstructGPT text-davinci-003,OpenAI,frontier,2022-11-28,2022,,gsm8k,56.1
GPT-3.5 Turbo,OpenAI,frontier,2022-11-30,2022,1106.0,gsm8k,56.9
Claude 1,Anthropic,frontier,2023-03-14,2023,1100.0,gsm8k,67.7
GPT-4,OpenAI,frontier,2023-03-14,2023,1163.0,gsm8k,92.2
PaLM 2 Bison,Google,frontier,2023-05-10,2023,,gsm8k,80.1
PaLM 2 Gecko,Google,frontier,2023-05-10,2023,,gsm8k,67.9
PaLM 2 Unicorn,Google,frontier,2023-05-10,2023,,gsm8k,84.7
GPT-3.5 Turbo 16k,OpenAI,frontier,2023-06-13,2023,1108.0,gsm8k,57.4
GPT-4 0613,OpenAI,frontier,2023-06-13,2023,1152.0,gsm8k,91.7
Claude 1.3,Anthropic,frontier,2023-07-10,2023,1105.0,gsm8k,69.8
Claude 2,Anthropic,frontier,2023-07-11,2023,1115.0,gsm8k,87.9
GPT-4 Turbo 1106,OpenAI,frontier,2023-11-06,2023,1243.0,gsm8k,96.0
Claude 2.1,Anthropic,frontier,2023-11-21,2023,1119.0,gsm8k,87.4
Gemini 1.0 Nano,Google,frontier,2023-12-06,2023,,gsm8k,65.4
Gemini 1.0 Pro,Google,frontier,2023-12-06,2023,,gsm8k,76.7
Gemini 1.0 Ultra,Google,frontier,2023-12-06,2023,,gsm8k,88.5
GLM-4,Zhipu AI,frontier,2024-01-16,2024,1178.0,gsm8k,88.9
GPT-4 Turbo 0125,OpenAI,frontier,2024-01-25,2024,1248.0,gsm8k,95.7
Gemini 1.5 Pro,Google,frontier,2024-02-15,2024,1262.0,gsm8k,91.9
Mistral Large,Mistral AI,frontier,2024-02-26,2024,1157.0,gsm8k,81.2
Claude 3 Haiku,Anthropic,frontier,2024-03-04,2024,1179.0,gsm8k,89.2
Claude 3 Opus,Anthropic,frontier,2024-03-04,2024,1249.0,gsm8k,95.1
Claude 3 Sonnet,Anthropic,frontier,2024-03-04,2024,1201.0,gsm8k,90.8
Command R+,Cohere,frontier,2024-04-04,2024,1195.0,gsm8k,86.1
GPT-4o,OpenAI,frontier,2024-05-13,2024,1285.0,gsm8k,97.1
Gemini 1.5 Flash,Google,frontier,2024-05-14,2024,1234.0,gsm8k,86.4
Claude 3.5 Sonnet,Anthropic,frontier,2024-06-21,2024,1306.0,gsm8k,96.6
GPT-4o mini,OpenAI,frontier,2024-07-18,2024,1272.0,gsm8k,92.9
Mistral Large 2,Mistral AI,frontier,2024-07-24,2024,1251.0,gsm8k,93.0
GPT-4o 2024-08-06,OpenAI,frontier,2024-08-06,2024,1290.0,gsm8k,97.4
Grok 2,xAI,frontier,2024-08-13,2024,1268.0,gsm8k,93.5
o1 mini,OpenAI,frontier,2024-09-12,2024,1304.0,gsm8k,96.8
o1-preview,OpenAI,frontier,2024-09-12,2024,1312.0,gsm8k,99.3
Gemini 1.5 Flash 8B,Google,frontier,2024-10-03,2024,,gsm8k,81.8
Claude 3.5 Sonnet v2,Anthropic,frontier,2024-10-22,2024,,gsm8k,96.7
Claude 3.5 Haiku,Anthropic,frontier,2024-11-04,2024,1262.0,gsm8k,94.9
Nova Lite,Amazon,frontier,2024-12-03,2024,1150.0,gsm8k,86.3
Nova Pro,Amazon,frontier,2024-12-03,2024,1200.0,gsm8k,89.9
o1,OpenAI,frontier,2024-12-05,2024,1320.0,gsm8k,99.0
DeepSeek V3,DeepSeek,frontier,2024-12-26,2024,1370.0,gsm8k,96.7
Gemini 2.0 Flash,Google,frontier,2025-01-15,2025,1354.0,gsm8k,96.2
DeepSeek R1,DeepSeek,frontier,2025-01-20,2025,1380.0,gsm8k,98.3
Kimi K1.5,Moonshot AI,frontier,2025-01-22,2025,1320.0,gsm8k,98.6
o3 mini,OpenAI,frontier,2025-01-31,2025,1355.0,gsm8k,99.2
Gemini 2.0 Flash Lite,Google,frontier,2025-02-01,2025,,gsm8k,89.9
Grok 3,xAI,frontier,2025-02-17,2025,1402.0,gsm8k,97.7
Claude 3.7 Sonnet,Anthropic,frontier,2025-02-24,2025,1360.0,gsm8k,98.3
Gemini 2.5 Flash,Google,frontier,2025-03-25,2025,1390.0,gsm8k,97.2
Gemini 2.5 Pro,Google,frontier,2025-03-25,2025,1430.0,gsm8k,98.2
LLaMA 4 Scout,Meta,frontier,2025-04-05,2025,1340.0,gsm8k,93.2
LLaMA 4 Maverick,Meta,frontier,2025-04-05,2025,1380.0,gsm8k,95.2
o3,OpenAI,frontier,2025-04-16,2025,1390.0,gsm8k,99.9
o4 mini,OpenAI,frontier,2025-04-16,2025,1400.0,gsm8k,99.4
Qwen3 235B MoE,Alibaba,frontier,2025-04-28,2025,1390.0,gsm8k,96.8
GPT-5,OpenAI,frontier,2025-05-01,2025,1450.0,gsm8k,99.3
Mistral Large 3,Mistral AI,frontier,2025-05-01,2025,1370.0,gsm8k,94.7
Claude Haiku 4.5,Anthropic,frontier,2025-07-01,2025,,gsm8k,95.9
Claude Opus 4.5,Anthropic,frontier,2025-07-01,2025,,gsm8k,98.5
Claude Sonnet 4.5,Anthropic,frontier,2025-07-01,2025,,gsm8k,97.9
Grok 4,xAI,frontier,2025-07-01,2025,1491.0,gsm8k,99.3
Gemini 3 Flash,Google,frontier,2025-08-01,2025,1445.0,gsm8k,98.4
Gemini 3 Pro,Google,frontier,2025-09-01,2025,1480.0,gsm8k,98.3
Mercury 2,Inception Labs,frontier,2025-09-01,2025,1280.0,gsm8k,97.0
Claude Opus 4.6,Anthropic,frontier,2025-10-01,2025,1503.0,gsm8k,98.4
Claude Sonnet 4.6,Anthropic,frontier,2025-10-01,2025,1420.0,gsm8k,98.1
GPT-5.1,OpenAI,frontier,2025-11-13,2025,1460.0,gsm8k,99.6
Kimi K2.6,Moonshot AI,frontier,2025-12-01,2025,1350.0,gsm8k,98.2
Claude Opus 4.7,Anthropic,frontier,2026-02-01,2026,,gsm8k,98.9
GPT-5.4,OpenAI,frontier,2026-02-01,2026,1484.0,gsm8k,99.7
Gemini 3.1 Pro,Google,frontier,2026-03-01,2026,1500.0,gsm8k,98.6
GPT-J 6B,EleutherAI,research,2021-06-04,2021,,gsm8k,35.1
Gopher 280B,DeepMind,research,2021-12-08,2021,,gsm8k,63.0
Chinchilla 70B,DeepMind,research,2022-03-29,2022,,gsm8k,74.1
GPT-NeoX 20B,EleutherAI,research,2022-04-14,2022,,gsm8k,29.1
OPT 66B,Meta AI,research,2022-05-02,2022,,gsm8k,4.0
OPT 30B,Meta AI,research,2022-05-02,2022,,gsm8k,2.0
BLOOM 176B,BigScience,research,2022-07-06,2022,,gsm8k,18.9
BLOOM 1B7,BigScience,research,2022-07-06,2022,,gsm8k,17.2
BLOOM 3B,BigScience,research,2022-07-06,2022,,gsm8k,20.2
BLOOM 560M,BigScience,research,2022-07-06,2022,,gsm8k,14.9
BLOOM 7B1,BigScience,research,2022-07-06,2022,,gsm8k,23.2
GLM-130B,Tsinghua/Zhipu,research,2022-10-05,2022,,gsm8k,47.0
BLOOMZ 176B,BigScience,research,2022-11-03,2022,,gsm8k,25.8
LLaMA 1 13B,Meta,research,2023-02-24,2023,,gsm8k,46.5
LLaMA 1 30B,Meta,research,2023-02-24,2023,,gsm8k,57.3
LLaMA 1 65B,Meta,research,2023-02-24,2023,,gsm8k,62.9
LLaMA 1 7B,Meta,research,2023-02-24,2023,,gsm8k,36.2
BloombergGPT,Bloomberg,research,2023-03-30,2023,,gsm8k,56.2
Pythia 12B,EleutherAI,research,2023-04-03,2023,,gsm8k,32.7
Pythia 1B,EleutherAI,research,2023-04-03,2023,,gsm8k,22.0
Pythia 2.8B,EleutherAI,research,2023-04-03,2023,,gsm8k,27.8
Pythia 6.9B,EleutherAI,research,2023-04-03,2023,,gsm8k,31.2
Dolly 12B,Databricks,research,2023-04-12,2023,,gsm8k,35.2
StableLM Alpha 7B,Stability AI,research,2023-04-19,2023,,gsm8k,22.7
StableLM Alpha 3B,Stability AI,research,2023-04-19,2023,,gsm8k,15.1
MPT 7B,MosaicML,research,2023-05-05,2023,,gsm8k,30.7
RedPajama 3B,Together AI,research,2023-05-05,2023,,gsm8k,17.9
RedPajama 7B,Together AI,research,2023-05-05,2023,,gsm8k,30.4
Falcon 40B,TII,research,2023-05-22,2023,,gsm8k,54.0
WizardLM 13B,WizardLM,research,2023-05-26,2023,,gsm8k,49.9
MPT 30B,MosaicML,research,2023-06-22,2023,,gsm8k,51.8
LLaMA 2 7B Chat,Meta,research,2023-07-18,2023,,gsm8k,20.3
LLaMA 2 13B,Meta,research,2023-07-18,2023,,gsm8k,29.1
LLaMA 2 13B Chat,Meta,research,2023-07-18,2023,,gsm8k,33.1
LLaMA 2 70B,Meta,research,2023-07-18,2023,,gsm8k,56.8
LLaMA 2 70B Chat,Meta,research,2023-07-18,2023,,gsm8k,58.7
LLaMA 2 7B,Meta,research,2023-07-18,2023,,gsm8k,14.9
Falcon 180B,TII,research,2023-09-06,2023,,gsm8k,73.6
Mistral 7B,Mistral AI,research,2023-09-27,2023,,gsm8k,51.8
OpenChat 3.5,OpenChat,research,2023-10-12,2023,,gsm8k,77.3
Yi 34B,01.AI,research,2023-11-05,2023,,gsm8k,76.3
Zephyr 7B Beta,HuggingFace H4,research,2023-11-08,2023,,gsm8k,75.7
OpenHermes 2.5,NousResearch,research,2023-11-10,2023,,gsm8k,74.9
Orca 2 13B,Microsoft Research,research,2023-11-18,2023,,gsm8k,71.1
Mistral 7B Instruct v0.2,Mistral AI,research,2023-12-11,2023,,gsm8k,52.8
Mixtral 8x7B,Mistral AI,research,2023-12-11,2023,,gsm8k,74.2
Mixtral 8x7B Instruct,Mistral AI,research,2023-12-11,2023,,gsm8k,74.6
InternLM2 20B,Shanghai AI Lab,research,2024-01-17,2024,,gsm8k,86.7
Grok 1,xAI,research,2024-03-17,2024,,gsm8k,62.9
Mixtral 8x22B,Mistral AI,research,2024-04-10,2024,,gsm8k,89.4
LLaMA 3 70B,Meta,research,2024-04-18,2024,,gsm8k,92.9
LLaMA 3 70B Instruct,Meta,research,2024-04-18,2024,,gsm8k,93.1
LLaMA 3 8B,Meta,research,2024-04-18,2024,,gsm8k,79.5
LLaMA 3 8B Instruct,Meta,research,2024-04-18,2024,,gsm8k,79.7
Phi-3 Mini 128K,Microsoft,research,2024-04-23,2024,,gsm8k,84.2
DeepSeek V2,DeepSeek,research,2024-05-06,2024,,gsm8k,92.1
Yi 1.5 34B,01.AI,research,2024-05-13,2024,,gsm8k,84.1
Falcon 2 11B,TII,research,2024-05-14,2024,,gsm8k,78.2
Phi-3 Medium 4K,Microsoft,research,2024-05-21,2024,,gsm8k,90.0
Qwen 2 72B Instruct,Alibaba,research,2024-06-07,2024,,gsm8k,93.8
Nemotron 4 340B,NVIDIA,research,2024-06-14,2024,,gsm8k,91.9
Gemma 2 27B,Google,research,2024-06-27,2024,,gsm8k,86.0
Gemma 2 9B,Google,research,2024-06-27,2024,,gsm8k,82.6
Mistral Nemo,Mistral AI,research,2024-07-18,2024,,gsm8k,78.0
LLaMA 3.1 405B,Meta,research,2024-07-23,2024,,gsm8k,97.2
LLaMA 3.1 70B,Meta,research,2024-07-23,2024,,gsm8k,94.8
LLaMA 3.1 70B Instruct,Meta,research,2024-07-23,2024,,gsm8k,95.4
LLaMA 3.1 8B,Meta,research,2024-07-23,2024,,gsm8k,83.6
LLaMA 3.1 8B Instruct,Meta,research,2024-07-23,2024,,gsm8k,84.2
Qwen 2.5 72B,Alibaba,research,2024-09-19,2024,,gsm8k,95.3
Qwen 2.5 7B,Alibaba,research,2024-09-19,2024,,gsm8k,92.1
LLaMA 3.2 90B Vision,Meta,research,2024-09-25,2024,,gsm8k,93.4
LLaMA 3.2 3B,Meta,research,2024-09-25,2024,,gsm8k,60.3
LLaMA 3.2 11B Vision,Meta,research,2024-09-25,2024,,gsm8k,85.0
LLaMA 3.2 1B,Meta,research,2024-09-25,2024,,gsm8k,23.3
OLMo 2 7B,AllenAI,research,2024-11-21,2024,,gsm8k,82.3
Command R7B,Cohere,research,2024-12-05,2024,,gsm8k,78.6
LLaMA 3.3 70B Instruct,Meta,research,2024-12-06,2024,,gsm8k,96.0
Phi-4,Microsoft,research,2024-12-12,2024,,gsm8k,95.3
DeepSeek R1 Distill Llama 70B,DeepSeek,research,2025-01-20,2025,,gsm8k,94.8
DeepSeek R1 Distill Qwen 14B,DeepSeek,research,2025-01-20,2025,,gsm8k,94.1
DeepSeek R1 Distill Qwen 32B,DeepSeek,research,2025-01-20,2025,,gsm8k,94.7
DeepSeek R1 Distill Qwen 7B,DeepSeek,research,2025-01-20,2025,,gsm8k,91.3
Gemma 3 27B,Google,research,2025-03-12,2025,,gsm8k,93.0
Phi-4 Reasoning,Microsoft,research,2025-04-01,2025,,gsm8k,97.0
Qwen3 32B,Alibaba,research,2025-04-28,2025,,gsm8k,95.6
GPT-3 Ada,OpenAI,frontier,2020-06-11,2020,,hellaswag,47.8
GPT-3 Babbage,OpenAI,frontier,2020-06-11,2020,,hellaswag,60.0
GPT-3 Curie,OpenAI,frontier,2020-06-11,2020,,hellaswag,70.1
GPT-3 Davinci,OpenAI,frontier,2020-06-11,2020,,hellaswag,79.1
InstructGPT text-davinci-001,OpenAI,frontier,2022-01-27,2022,,hellaswag,80.0
InstructGPT text-davinci-002,OpenAI,frontier,2022-03-15,2022,,hellaswag,82.3
PaLM 62B,Google,frontier,2022-04-04,2022,,hellaswag,84.4
PaLM 8B,Google,frontier,2022-04-04,2022,,hellaswag,76.7
PaLM 540B,Google,frontier,2022-04-04,2022,,hellaswag,83.3
InstructGPT text-davinci-003,OpenAI,frontier,2022-11-28,2022,,hellaswag,84.8
GPT-3.5 Turbo,OpenAI,frontier,2022-11-30,2022,1106.0,hellaswag,85.5
Claude 1,Anthropic,frontier,2023-03-14,2023,1100.0,hellaswag,84.3
GPT-4,OpenAI,frontier,2023-03-14,2023,1163.0,hellaswag,95.1
PaLM 2 Bison,Google,frontier,2023-05-10,2023,,hellaswag,86.0
PaLM 2 Gecko,Google,frontier,2023-05-10,2023,,hellaswag,80.3
PaLM 2 Unicorn,Google,frontier,2023-05-10,2023,,hellaswag,88.2
GPT-3.5 Turbo 16k,OpenAI,frontier,2023-06-13,2023,1108.0,hellaswag,85.3
GPT-4 0613,OpenAI,frontier,2023-06-13,2023,1152.0,hellaswag,95.7
Claude 1.3,Anthropic,frontier,2023-07-10,2023,1105.0,hellaswag,85.3
Claude 2,Anthropic,frontier,2023-07-11,2023,1115.0,hellaswag,87.4
GPT-4 Turbo 1106,OpenAI,frontier,2023-11-06,2023,1243.0,hellaswag,95.8
Claude 2.1,Anthropic,frontier,2023-11-21,2023,1119.0,hellaswag,86.2
Gemini 1.0 Nano,Google,frontier,2023-12-06,2023,,hellaswag,79.3
Gemini 1.0 Pro,Google,frontier,2023-12-06,2023,,hellaswag,84.3
Gemini 1.0 Ultra,Google,frontier,2023-12-06,2023,,hellaswag,87.6
GLM-4,Zhipu AI,frontier,2024-01-16,2024,1178.0,hellaswag,87.0
GPT-4 Turbo 0125,OpenAI,frontier,2024-01-25,2024,1248.0,hellaswag,95.4
Gemini 1.5 Pro,Google,frontier,2024-02-15,2024,1262.0,hellaswag,88.9
Mistral Large,Mistral AI,frontier,2024-02-26,2024,1157.0,hellaswag,89.1
Claude 3 Haiku,Anthropic,frontier,2024-03-04,2024,1179.0,hellaswag,85.7
Claude 3 Opus,Anthropic,frontier,2024-03-04,2024,1249.0,hellaswag,95.5
Claude 3 Sonnet,Anthropic,frontier,2024-03-04,2024,1201.0,hellaswag,89.0
Command R+,Cohere,frontier,2024-04-04,2024,1195.0,hellaswag,86.9
GPT-4o,OpenAI,frontier,2024-05-13,2024,1285.0,hellaswag,96.1
Gemini 1.5 Flash,Google,frontier,2024-05-14,2024,1234.0,hellaswag,86.1
Claude 3.5 Sonnet,Anthropic,frontier,2024-06-21,2024,1306.0,hellaswag,89.2
GPT-4o mini,OpenAI,frontier,2024-07-18,2024,1272.0,hellaswag,92.8
Mistral Large 2,Mistral AI,frontier,2024-07-24,2024,1251.0,hellaswag,90.0
GPT-4o 2024-08-06,OpenAI,frontier,2024-08-06,2024,1290.0,hellaswag,96.0
Grok 2,xAI,frontier,2024-08-13,2024,1268.0,hellaswag,90.1
o1 mini,OpenAI,frontier,2024-09-12,2024,1304.0,hellaswag,95.1
o1-preview,OpenAI,frontier,2024-09-12,2024,1312.0,hellaswag,96.5
Gemini 1.5 Flash 8B,Google,frontier,2024-10-03,2024,,hellaswag,83.3
Claude 3.5 Sonnet v2,Anthropic,frontier,2024-10-22,2024,,hellaswag,89.7
Claude 3.5 Haiku,Anthropic,frontier,2024-11-04,2024,1262.0,hellaswag,86.6
Nova Lite,Amazon,frontier,2024-12-03,2024,1150.0,hellaswag,85.9
Nova Pro,Amazon,frontier,2024-12-03,2024,1200.0,hellaswag,88.8
o1,OpenAI,frontier,2024-12-05,2024,1320.0,hellaswag,96.4
DeepSeek V3,DeepSeek,frontier,2024-12-26,2024,1370.0,hellaswag,89.6
Gemini 2.0 Flash,Google,frontier,2025-01-15,2025,1354.0,hellaswag,90.8
DeepSeek R1,DeepSeek,frontier,2025-01-20,2025,1380.0,hellaswag,89.9
Kimi K1.5,Moonshot AI,frontier,2025-01-22,2025,1320.0,hellaswag,90.3
o3 mini,OpenAI,frontier,2025-01-31,2025,1355.0,hellaswag,95.6
Gemini 2.0 Flash Lite,Google,frontier,2025-02-01,2025,,hellaswag,88.3
Grok 3,xAI,frontier,2025-02-17,2025,1402.0,hellaswag,92.0
Claude 3.7 Sonnet,Anthropic,frontier,2025-02-24,2025,1360.0,hellaswag,91.3
Gemini 2.5 Flash,Google,frontier,2025-03-25,2025,1390.0,hellaswag,92.6
Gemini 2.5 Pro,Google,frontier,2025-03-25,2025,1430.0,hellaswag,93.4
LLaMA 4 Scout,Meta,frontier,2025-04-05,2025,1340.0,hellaswag,88.0
LLaMA 4 Maverick,Meta,frontier,2025-04-05,2025,1380.0,hellaswag,90.4
o3,OpenAI,frontier,2025-04-16,2025,1390.0,hellaswag,96.6
o4 mini,OpenAI,frontier,2025-04-16,2025,1400.0,hellaswag,96.9
Qwen3 235B MoE,Alibaba,frontier,2025-04-28,2025,1390.0,hellaswag,90.2
GPT-5,OpenAI,frontier,2025-05-01,2025,1450.0,hellaswag,97.3
Mistral Large 3,Mistral AI,frontier,2025-05-01,2025,1370.0,hellaswag,90.7
Claude Haiku 4.5,Anthropic,frontier,2025-07-01,2025,,hellaswag,89.3
Claude Opus 4.5,Anthropic,frontier,2025-07-01,2025,,hellaswag,91.6
Claude Sonnet 4.5,Anthropic,frontier,2025-07-01,2025,,hellaswag,91.9
Grok 4,xAI,frontier,2025-07-01,2025,1491.0,hellaswag,93.3
Gemini 3 Flash,Google,frontier,2025-08-01,2025,1445.0,hellaswag,93.2
Gemini 3 Pro,Google,frontier,2025-09-01,2025,1480.0,hellaswag,94.4
Mercury 2,Inception Labs,frontier,2025-09-01,2025,1280.0,hellaswag,90.7
Claude Opus 4.6,Anthropic,frontier,2025-10-01,2025,1503.0,hellaswag,92.6
Claude Sonnet 4.6,Anthropic,frontier,2025-10-01,2025,1420.0,hellaswag,91.7
GPT-5.1,OpenAI,frontier,2025-11-13,2025,1460.0,hellaswag,97.3
Kimi K2.6,Moonshot AI,frontier,2025-12-01,2025,1350.0,hellaswag,92.0
Claude Opus 4.7,Anthropic,frontier,2026-02-01,2026,,hellaswag,92.7
GPT-5.4,OpenAI,frontier,2026-02-01,2026,1484.0,hellaswag,98.3
Gemini 3.1 Pro,Google,frontier,2026-03-01,2026,1500.0,hellaswag,94.9
T5 Base,Google,research,2020-02-24,2020,,hellaswag,64.9
T5 Large,Google,research,2020-02-24,2020,,hellaswag,67.6
T5 Small,Google,research,2020-02-24,2020,,hellaswag,59.9
T5 XL,Google,research,2020-02-24,2020,,hellaswag,71.2
T5 XXL,Google,research,2020-02-24,2020,,hellaswag,74.7
GPT-J 6B,EleutherAI,research,2021-06-04,2021,,hellaswag,66.7
Gopher 280B,DeepMind,research,2021-12-08,2021,,hellaswag,79.3
Chinchilla 70B,DeepMind,research,2022-03-29,2022,,hellaswag,79.8
GPT-NeoX 20B,EleutherAI,research,2022-04-14,2022,,hellaswag,72.0
OPT 66B,Meta AI,research,2022-05-02,2022,,hellaswag,75.2
OPT 30B,Meta AI,research,2022-05-02,2022,,hellaswag,72.8
OPT 6.7B,Meta AI,research,2022-05-02,2022,,hellaswag,67.0
OPT 1.3B,Meta AI,research,2022-05-02,2022,,hellaswag,54.8
OPT 13B,Meta AI,research,2022-05-02,2022,,hellaswag,69.7
BLOOM 176B,BigScience,research,2022-07-06,2022,,hellaswag,66.2
BLOOM 1B7,BigScience,research,2022-07-06,2022,,hellaswag,56.7
BLOOM 3B,BigScience,research,2022-07-06,2022,,hellaswag,60.0
BLOOM 560M,BigScience,research,2022-07-06,2022,,hellaswag,53.7
BLOOM 7B1,BigScience,research,2022-07-06,2022,,hellaswag,62.8
GLM-130B,Tsinghua/Zhipu,research,2022-10-05,2022,,hellaswag,71.9
FLAN-T5 XL,Google,research,2022-10-20,2022,,hellaswag,71.7
FLAN-T5 Base,Google,research,2022-10-20,2022,,hellaswag,65.7
FLAN-T5 Large,Google,research,2022-10-20,2022,,hellaswag,69.2
FLAN-T5 Small,Google,research,2022-10-20,2022,,hellaswag,63.1
BLOOMZ 176B,BigScience,research,2022-11-03,2022,,hellaswag,67.2
LLaMA 1 13B,Meta,research,2023-02-24,2023,,hellaswag,79.9
LLaMA 1 30B,Meta,research,2023-02-24,2023,,hellaswag,82.8
LLaMA 1 65B,Meta,research,2023-02-24,2023,,hellaswag,83.8
LLaMA 1 7B,Meta,research,2023-02-24,2023,,hellaswag,76.1
BloombergGPT,Bloomberg,research,2023-03-30,2023,,hellaswag,77.6
Pythia 12B,EleutherAI,research,2023-04-03,2023,,hellaswag,73.1
Pythia 1B,EleutherAI,research,2023-04-03,2023,,hellaswag,57.3
Pythia 2.8B,EleutherAI,research,2023-04-03,2023,,hellaswag,60.0
Pythia 6.9B,EleutherAI,research,2023-04-03,2023,,hellaswag,64.1
Dolly 12B,Databricks,research,2023-04-12,2023,,hellaswag,68.1
StableLM Alpha 7B,Stability AI,research,2023-04-19,2023,,hellaswag,73.7
StableLM Alpha 3B,Stability AI,research,2023-04-19,2023,,hellaswag,69.3
MPT 7B,MosaicML,research,2023-05-05,2023,,hellaswag,75.0
RedPajama 3B,Together AI,research,2023-05-05,2023,,hellaswag,72.5
RedPajama 7B,Together AI,research,2023-05-05,2023,,hellaswag,76.2
Falcon 40B,TII,research,2023-05-22,2023,,hellaswag,85.0
WizardLM 13B,WizardLM,research,2023-05-26,2023,,hellaswag,81.3
MPT 30B,MosaicML,research,2023-06-22,2023,,hellaswag,79.8
LLaMA 2 7B Chat,Meta,research,2023-07-18,2023,,hellaswag,78.3
LLaMA 2 13B,Meta,research,2023-07-18,2023,,hellaswag,80.9
LLaMA 2 13B Chat,Meta,research,2023-07-18,2023,,hellaswag,81.4
LLaMA 2 70B,Meta,research,2023-07-18,2023,,hellaswag,87.6
LLaMA 2 70B Chat,Meta,research,2023-07-18,2023,,hellaswag,88.1
LLaMA 2 7B,Meta,research,2023-07-18,2023,,hellaswag,76.9
Falcon 180B,TII,research,2023-09-06,2023,,hellaswag,88.6
Mistral 7B,Mistral AI,research,2023-09-27,2023,,hellaswag,81.6
OpenChat 3.5,OpenChat,research,2023-10-12,2023,,hellaswag,83.3
Yi 34B,01.AI,research,2023-11-05,2023,,hellaswag,85.8
Zephyr 7B Beta,HuggingFace H4,research,2023-11-08,2023,,hellaswag,84.9
OpenHermes 2.5,NousResearch,research,2023-11-10,2023,,hellaswag,83.7
Orca 2 13B,Microsoft Research,research,2023-11-18,2023,,hellaswag,79.2
Mistral 7B Instruct v0.2,Mistral AI,research,2023-12-11,2023,,hellaswag,81.6
Mixtral 8x7B,Mistral AI,research,2023-12-11,2023,,hellaswag,86.4
Mixtral 8x7B Instruct,Mistral AI,research,2023-12-11,2023,,hellaswag,86.8
Phi-2,Microsoft,research,2023-12-12,2023,,hellaswag,73.0
InternLM2 20B,Shanghai AI Lab,research,2024-01-17,2024,,hellaswag,85.2
Grok 1,xAI,research,2024-03-17,2024,,hellaswag,83.8
Mixtral 8x22B,Mistral AI,research,2024-04-10,2024,,hellaswag,89.0
LLaMA 3 70B,Meta,research,2024-04-18,2024,,hellaswag,87.9
LLaMA 3 70B Instruct,Meta,research,2024-04-18,2024,,hellaswag,88.1
LLaMA 3 8B,Meta,research,2024-04-18,2024,,hellaswag,81.9
LLaMA 3 8B Instruct,Meta,research,2024-04-18,2024,,hellaswag,82.1
Phi-3 Mini 128K,Microsoft,research,2024-04-23,2024,,hellaswag,73.6
DeepSeek V2,DeepSeek,research,2024-05-06,2024,,hellaswag,88.1
Yi 1.5 34B,01.AI,research,2024-05-13,2024,,hellaswag,85.8
Falcon 2 11B,TII,research,2024-05-14,2024,,hellaswag,81.9
Phi-3 Medium 4K,Microsoft,research,2024-05-21,2024,,hellaswag,82.9
Qwen 2 72B Instruct,Alibaba,research,2024-06-07,2024,,hellaswag,89.6
Nemotron 4 340B,NVIDIA,research,2024-06-14,2024,,hellaswag,88.1
Gemma 2 27B,Google,research,2024-06-27,2024,,hellaswag,83.0
Gemma 2 9B,Google,research,2024-06-27,2024,,hellaswag,81.4
Mistral Nemo,Mistral AI,research,2024-07-18,2024,,hellaswag,84.6
LLaMA 3.1 405B,Meta,research,2024-07-23,2024,,hellaswag,89.2
LLaMA 3.1 70B,Meta,research,2024-07-23,2024,,hellaswag,88.6
LLaMA 3.1 70B Instruct,Meta,research,2024-07-23,2024,,hellaswag,88.6
LLaMA 3.1 8B,Meta,research,2024-07-23,2024,,hellaswag,82.1
LLaMA 3.1 8B Instruct,Meta,research,2024-07-23,2024,,hellaswag,82.7
Qwen 2.5 72B,Alibaba,research,2024-09-19,2024,,hellaswag,89.8
Qwen 2.5 7B,Alibaba,research,2024-09-19,2024,,hellaswag,81.9
LLaMA 3.2 90B Vision,Meta,research,2024-09-25,2024,,hellaswag,88.6
LLaMA 3.2 3B,Meta,research,2024-09-25,2024,,hellaswag,78.2
LLaMA 3.2 11B Vision,Meta,research,2024-09-25,2024,,hellaswag,83.3
LLaMA 3.2 1B,Meta,research,2024-09-25,2024,,hellaswag,60.6
